questions,answers
these vegetables taste very sweet,sure i planted them they are organic
sure i planted them they are organic,really dad how do you know how to plant organic vegetable
really dad how do you know how to plant organic vegetable,well it s a secret
well it s a secret,dad come on just tell me
dad come on just tell me,well honey i can teach you how to plant them if you want to learn
our dinner is ready,what do we have for the dinner now
what do we have for the dinner now,potatoes tomatoes and cucumber
potatoes tomatoes and cucumber,do you feed rabbits
how much was your watch,take a guess
mom did you see andy s dog,honey do not tell me that you want a pet dog also
honey do not tell me that you want a pet dog also,mom please can i have a pet dog like andy s
mom please can i have a pet dog like andy s,honey you know we do not have enough room for a pet dog
honey you know we do not have enough room for a pet dog,mom we can keep it on the balcony right
mom we can keep it on the balcony right,no honey the balcony is full of boxes and things i am sorry
jenny what are you going to do tomorrow morning,i do not know yet what is your idea dad
i do not know yet what is your idea dad,i am thinking of taking you and peter swimming what do you think
i am thinking of taking you and peter swimming what do you think,dad it s cold now
dad it s cold now,but swimming in the winter is good for your body believe me
