questions,answers
hello matt,hello todd
hi jone how are you,terrible
terrible,what is wrong
no,why not
oh what s she like,she is beautiful
she is beautiful,is she old or young
really,and not expensive either
everybody is buying them,are they
in two weeks,thank you
when can i get it,three days later
three days later,thank you see you then
thank you see you then,bye bye
are you going home now,no i am not
ok,do you promise
do you promise,of course
i forgot,you forgot you
thank you very much,you are welcome
yes,what is your name
what is your name,my name is james
my name is james,what is your nationality
what is your nationality,american
two years,may i know your occupation
no way,that s so unfair
which lane were you in,i do not remember
i do not remember,what was your speed then
what was your speed then,miles per hour
what is the matter sir,have you been drinking
have you been drinking,no i have not sir
s m i t h,and your passport number
and your passport number,z
what a good idea,what kind shall we get
ok,where shall we go
hello this is rich,hi rich is jim here
sure this is claire,does have your telephone number
does have your telephone number,no it s
no it s,
sure can,thanks a lot
thanks a lot,no problem
no problem,bye
bye,goodbye
we have not hurry up,all right let s go
all right let s go,and about time too
yes i ve finished,then let me see
be careful,thanks for the warning mom
thanks very much,you are welcome good luck
i ve changed my mind,why is that
oh what s she like,she is beautiful
she is beautiful,is she old or young
i m sorry jim,never mind dear
i am so busy today,can i help you
mam another minute could i,hurry up little boy
mike look at the floor,what is wrong with it
oh dear,what is the matter
where,at the gate
at the gate,when did you say
when did you say,round about seven
round about seven,who s coming
please,not a chance
not a chance,not even for an hour
not even for an hour,sorry it s impossible
glasses,no
no,what about his hair
what about his hair,black or dark brown
black or dark brown,long or short straight curly
what kind of shoes,boots
boots,cow while boots
cow while boots,no hiking boots brown ones
for today,no early saturday morning
no exactly not,how about afternoon
the chicken is also nice,no i want the fish
no i want the fish,our special tonight is lobster
no i like the fish,what ever you say
excuse me sir,yes
how beautiful the flower is,really it s so beautiful
where it is,it s a private garden
good morning sir,good morning
how much is it,exactly five dollars
next friday,thank you
very well thank you,you are welcome sir
where to ma am,the grand hotel
the grand hotel,the grand hotel
i will do my best,here s twenty dollars
here s twenty dollars,do you have small bills
shall we share a taxi,where are you heading now
here s your change,thank you
just a beer please,good thank you sir
how much is it,it s only
it s only,i will take it
excuse me,yes
how much are they,they are
they are,i will take them
of course here you are,thank you very much
what is in it please,just a few shirts
nine dollars and fifty cents,here you are
here you are,here s the receipt
here s the receipt,thank you so much
thank you so much,you are welcome
sure how about this one,is this the latest edition
what is the difference,the hardcover is more expensive
margaret mitchell,oh yes here it is
one dollar,how many stops are there
how many stops are there,two stops after this one
of course here you are,then what is special tonight
never,never
thank you for the information,do not mention it
banker,yes
yes,can i have my please
go and try it on,what do you think
can i borrow five bucks,no
mom,what are you doing
no thanks,and vegetables with porridge
and vegetables with porridge,blah what is that
what time is it anyway,nine thirty
what is for dinner,leftovers
will that be all,yes
want some more,i am stuffed
what size,seven and a half
this t v is only,you can not be serious
by how much,i will buy it for
what else do we need,get some snack foods
what is the problem,the water will not drain
will you take long,no five minutes i promise
i am just shopping,what are you shopping for
where would you get those,i found them at pennies
i found them at pennies,those are really cute
what country produces them,they come from tropical countries
that kenmore looks nice,that is a wonderful choice
that is a wonderful choice,what makes is so great
go right ahead,i like what i see
where did you buy it,i found mine at ikea
i found mine at ikea,are they expensive
check out these wheels,you bought a compact car
you bought a compact car,no i borrowed it
cool,grabbing pushing and shoving
are you being served madam,not yet
no thank you,how about oil or spray
how about oil or spray,no nothing of the kind
with sugar,no sugar please
do you want a shampoo,yes
yes,what brand do you prefer
single or return,a return ticket please
a ticket to london please,a cheap day return ticket
a cheap day return ticket,yes including london tube
yes including london tube,that will be twelve pounds
thank you,you are welcome
what size do you want,i wear size
ok,may i try it on
may i try it on,go ahead
pierre cardin,how about this one
i want sharing company,oh hop in
what about this one,oh this is fine
what time sir,around
evening table for three please,do you have reservations
make them with french dressing,i will do that then
would you like anything else,i would prefer swordfish steak
a large coke please,eating here or to go
