questions,answers
seventy five hundred,not interested
i want debbie,cole
five thousand dollars,no
and,bond james bond
hello,mr thomerson
yes i did,fine how s everything going
thanks for the advise sir,keep me informed
nice shot,thank you sir
are you okay,yeah
let s get naked,you are on
that feels so great,good
good,um that is very relaxing
huh wha,i can not sleep
god you are a slob,but a fabulous cook
but a fabulous cook,what are we having
give him the works,that is more like it
that is it prick lips,what are you
hookers beat you up,yes
that is it,good
you okay,yeah i guess so
yeah i guess so,really
welcome welcome one and all,rick
rick,oh no
oops,all right who serves
klupner mrs klupner,mrs
mrs,i am separated
who,debbie
debbie,my debbie
my debbie,what is with her costume
hey you guys,who s your friend
he look familiar,very
how bout this,still drawing a blank
who was that,i do not know
i do not know,what is this
what is this,got me
rick i am concerned,about what
oooooo,right in there pal
what the hell is that,my gift to you
my gift to you,under the table
i am not really hungry,c mon i insist
what is the matter,nothing let s get crazy
you know knowlton pretty well,yeah
you gotta let me finish,just come down john just
is he,he is alive
i know,how do you know
i saw it,saw what
thanks for the insight,brian look
brian look,just leave me alone okay
this,yeah too bright
hey,hey
thanks,brian see ya tonight
ya love it probie,i am in heaven lt
millions stephen and sexual favors,sheep do not count
sheep do not count,yeah what about laura
yeah what about laura,that was never proved
in the field museum once,it works
what is,just take it
hi,hi
hey,how s it going
with grenadine right,when i was twenty
when i was twenty,oooh very sophisticated having fun
brian,jennifer
jennifer,you are back
you are back,you look great
you look great,thanks for calling
i work for city hall,really no kidding
did you pull me out,yeah
yeah,did i say thanks
did i say thanks,no
no,just wondering
read,trychtichlorate is a binary structured
shhh,what are you listening to
where are you going,pest control
four months,four months
mr mccaffrey,nice boat
are not you even curious,engine right
management were pin heads,laguna jamming custom surfboards
laguna jamming custom surfboards,coffee sucked
firehouse,cute
we gotta roll stevie,i will be there
i will be there,they are waitin man
i am busy,he just wants to
you want some coffee,coffee nah i gotta go
where is sean,he is got piano lessons
the great communicator,sorry i hit jackson
he treats you okay,okay
okay,i treated you better
i treated you better,you treated me like shit
burn them,and old ladies
and old ladies,burn them
knock it off now,tell him about me shadow
you do not know him,i know you
who s this,he works for me
mr swayzak how ya doin,investigator
inspector,alderman
alderman swayzak,investigator rimgale
who,those fucking mob assholes
you took the chalice,yes
i forgive you,me
me,i forgive you
how s the case going,what case
do you have the money,what money
what money,do not bullshit me
are you sure,yeah i am sure
i want on the mets,how about
he gots to be did,did he gots to be
keep trying,i am on it
everybody say ho,ho
delacroix,yeah him
well you did,give me some
what do i do,what do you do
what do you do,i am a revolutionary
meaning,i am out
what is wrong with him,must be the pressure
certified ladies man huh,she is also moorish
you might be right,why are you smiling so
nice to meet you,and this is manray
no offense,manray needs a job
mantan,mantan
to what,you are now mantan
some tap dancing some singing,where do i sign
my tap shoes,eureka
what are there character traits,ignorant dullwitted lazy and unlucky
ignorant dullwitted lazy and unlucky,exactly
i love you too daddy,always keep em laughing
thanks,i thought it was appropiate
i thought it was appropiate,is that good or bad
what is this,a gift
a gift,for what
same here,the pleasure is mine
which one is your brother,the big one
hello,this is cheeba
sounds risky to me,you getting cold feet
manray,manray
yes your name,he i am mona
he i am mona,hi mona
you feel good not nervous,i feel fine
i feel fine,not nervous relaxed
no,not at all
he said that,yes he did
yes he did,where is he
peerless your father called,i will be right over
finland,you know finlandia vodka yes
let myrna finish,thank you and always smile
no she did not,yes she did
around,too early
too early,then what about
then what about,too late maybe around
too late maybe around,perfect
like macaroni and cheese,like grits and butter
like grits and butter,like fried and chicken
no not that how bout,she hates dem
y know my lady lucindy,the one with da big
and,and what
and what,stop playing me sloan
y know what,what
what,you look beautiful like that
oh you do huh,just a little something somethin
a lot,enough
good morning,where are you bound for
i have no luggage,the gentleman has nothing contraband
your name is lazlo zilagyi,yes sir
you want my heart,it is my only object
no,have you had one
have you had one,never
i feel the ribbon,then you must get it
as much as possible,as much as possible
have you done mr cosgrove,yes
is he all right papa,yes he is fine
good night papa,good night my little darling
good night my little darling,papa
papa,yes
charming schuvaloff,black eyed sczortarska
black eyed sczortarska,dark valdez
bill styles,who
yeah right,shut up west s dead
we are not finished yet,you wanna bet
you saved kendall s life,but not pike s
and he would been shot,yeah
i apologize,you saw west s body
you saw west s body,of course
i did not shoot west,yeah we know pike did
some,tell me about them
why not,i asked for a policeman
where,the creek bed
cadet what is your name,sir dunbar sir
so you killed him,i
jesus what happened,west he is dead
i i do not know,what do not you know
bullshit,look in my pack
look in my pack,why
why,just look little pocket
if not you then who,mueller
mueller,oh come on
right,yeah
i do not know,where are they
where are they,maybe
maybe,maybe what
maybe what,maybe he
but you did not,no poetic justice though
what happened to degrees,i did not kill him
i did not kill him,then who did
yeah,does osborne agree
tom where are you going,home i am done
home i am done,what about the confession
think it will work,nah
nah,want company
we need to talk,seven
no bodies no west,no death certificates no crime
hardy for chrissakes,where is west s body
four,get in
no,good just making sure
think it will work,nah
you wanted to break him,yeah
yeah,so did i
i pushed him too hard,you could not have known
we are fucked i know,they got their stories straight
they got their stories straight,what
are you sure,positive hardy they planned this
that bugs you too,little bit
i did not shoot west,what
something like that you,i lost a bet
good cop bad cop,something like that
he is in interrogation,yes
yes,move him
move him,why
excuse me,is dunbar cute
is dunbar cute,that is the most unprofessional
ah christ,you knew sergeant west
maybe we should not go,the faggot speaks
who levi,childs
dunbar s telling the truth,wrong answer
enjoy your flight to washington,wait
wait,what
nunez was chasing dunbar,because he would shot mueller
what do you think,it s too neat
you think he did it,no
thank you,good luck kid
i have to leave tonight,why
you were expecting me,not yet
bloom like a flower,yes
bloom,don
you get the eye,i brought it
i brought it,let s see it
then do it,fine i will
fine i will,fine you do it
fine you do it,fine i am doing it
thirty years maybe more,how would you describe him
lord i am sorry i,please go just go
please go just go,i will
i will,go
you must be edward bloom,how did you know
how old are you,eighteen
did you see that woman,what did she look like
what did she look like,well she uh
well she uh,was she nekkid
i like your stories,and i like you
spooning the sherbet,can i take your picture
hi how are you feeling,i was dreaming
i was dreaming,what were you dreaming about
what did she say,beats me
okay,okay
what is your name giant,karl
it s unbelievable,story of my life
where are we headed,you say
you say,the river
like this,okay okay
tell me how it happens,how what happens
how what happens,how i go
the river,the river
dad,what
dad,son
son,can we talk
what did he say,you owe me three fifty
you owe me three fifty,really
really,true story
daffodils,they are your favorite flower
oh oh,hello
hello,i was not expecting you
mmm,mmm what
