questions,answers
i have a major stomachache,did you eat something strange
the front brake,i think so
about half an hour,i will wait
i will wait,so can you fix it
single or return,single please
really great,here we are
here we are,here is the money
yuan,here is ten yuan
here is ten yuan,here is your change please
here is your change please,thank you
yes,here is the menu
here is the menu,thank you
are you leaving,i m going to work
i m going to work,you have a job
sounds like fun,it s a fun job
can i get dinner here,we do serve dinner
we do serve dinner,i see
aisle please,boarding time is ten am
boarding time is ten am,what s the gate number
is this all right,yes you are doing great
yes you are doing great,where will you be going
that sounds good,ok let s go
it s my pleasure,can i help you
passport and disembarkation card please,here you are
nine days,all right thank you
all right thank you,may i come in
next saturday at the earliest,what is happening officer
ok,come with me
how are your vegetables,my vegetables are very soggy
go get it,here you go
what does she look like,well she is quite short
have you seen her,i think that i have
yes they are,is it the rush hour
ok thank you,my pleasure
my pleasure,is everything ok madam
is this,no it s
no it s,oh i m so sorry
oh i m so sorry,that is ok
thanks,don t mention it
here you are,thanks dan
yuan,that is expensive
you did a wonderful job,so i passed
so i passed,yes you passed
all right good bye,good bye
how s it going,i m great thanks
i m great thanks,what do you need
how much do i owe,your fees total
your fees total,that s crazy
certainly,good evening
hello doctor,what is the matter
what is the matter,i have got a backache
when did it start,about four days ago
in mathematics i got a,have you received any scholarships
thanks,no problem
yeah it sure would,i am so excited
i am so excited,excited about what
excited about what,i just voted
that s lucky,why is that
yes,ze ze ze women
dollars,that is sheer robbery
catch it on altadena drive,i would have never known
i would have never known,now you know
now you know,i appreciate you telling me
i appreciate you telling me,no problem
may i use your phone,go ahead
who s calling,it s mike her boyfriend
how are you doing today,very well thank you
how much,you owe
you owe,that s unbelievable
after you,thank you
good you are welcome,do you like music
do you like music,well it depends
of course yes,how about the lyrics
how about the lyrics,very touching
cartons,yes corrugated cardboard boxes
will that be it,yes that is all
how long will it take,about to minutes
about to minutes,thanks
well we accept your suggestion,hello is mr over there
what s your rate,i work for an hour
i work for an hour,that s too high
that s too high,that s what i charge
that s what i charge,i ll hire you anyway
peter take off your pajamas,what should i wear today
hello this is my passport,what is in your bags
would you mind opening it,of course not
stirred or shaken,stirred will be fine
stirred will be fine,here you are
here we go,it tastes great
it tastes great,enjoy yourself
enjoy yourself,yeah
yeah,i am really thirsty
what should i drink then,you should really drink water
you should really drink water,that sounds good
yes,and no hijackers
see you bye,may i help you
any special colors,how about this one
right,your name please
your name please,robert hamlin
robert hamlin,single or double
single or double,double
definitely very relaxing,good right that comes to
how much are they,they are
they are,i will take them
i will take them,where is the produce
rise and shine,ok i know
did i really,you did not know
ok the postage is yuan,here you go
for two days,do you have a fever
what is your strongest trait,adaptability and sense of humor
fill it up pls,premium or regular madam
anything you say madam,do you take credit card
ok thanks goodbye,bye
bye,good morning wilson association
thank you,bye bye
ok,hello is that
ok hold on please,ok thank you
you are welcome,anything else sir
thank you,thank you goodbye
seventy cents a piece,how about this one
how about this one,sixty cents a piece
wow thanks a lot,do not mention it
do not mention it,how is your english ability
yes i see,can i help you
what size are you,i m a large
what is your major,german
in the market any problem,nothing i am just checking
i completely agree with that,where is my back pack
what would you like today,let me get a hamburger
what kind do you want,i would like a sprite
i would like a sprite,would you like anything else
is that all,that will be all
that will be all,mary
mary,barbara
you mean this one,yes
let me see it depends,depends depends on what
that is not so bad,hello police office
hello police office,yes may i help you
mr green please,sorry he is out
adam smith,alright what is your address
alright what is your address,edison ave apartment los angeles
i did not know that,i know you did not
i know you did not,i appreciate you telling me
medium please,anything for dessert
here is it,how much altogether
how much altogether,the total amount is
all right thank you,my pleasure
you are right,may i help you
by doing whatever is necessary,what are in this folder
we charge for a barrel,ok here are the clothes
six days or so,who will take your place
hello hello,no response silence
no response silence,hello who is calling please
hello who is calling please,no response
hi can i help you,yes we have a reservation
yes we have a reservation,what is your name sir
what is your name sir,jack
ok,is alice available
is alice available,you are talking to her
no problem,did you need something
how about a movie,a movie sounds good
a movie sounds good,call me tomorrow then
call me tomorrow then,i will see you tomorrow
here you are officer,is all your baggage here
i have a problem,what is the problem
you re welcome,what is special for today
in a minute madam,here here use my card
richard zhang,what is the phone number
your name please,monica tang
monica tang,hold on please
hold on please,ok thank you
here it is,when does the bus come
when does the bus come,you just missed one
you just missed one,how about the next one
how about the next one,in an hour
whoa oh no,oops
sure i will,yes ma am
air mail or surface mail,air mail please
three dollars and forty cents,there you go
there you go,order in the court
yes we do,where is the fitting room
is dinner served,yes sir
yes sir,please give me some chicken
is this,no this is
no this is,oh i am sorry
oh i am sorry,that is all right
yeah i think so,hi is this rich
hi is this rich,yeah who s calling
do you like it,yes how much is it
yes how much is it,fifty yuan
fifty yuan,ok i will take it
i have a leaky pipe,where exactly is the pipe
thanks,hi good morning sarah
hi good morning sarah,good morning dr lee
not very well,what are your symptoms
sharp pain,is the pain continuous
please lie down over there,all right
no,what about here
what about here,not really
for about a month,how about your appetite
how about your appetite,i am eating pretty good
i am eating pretty good,how about your bowel movements
how about your bowel movements,no constipation everything seems ok
ok,what is the brand
with everything on it,that sounds great
get me a medium pepsi,would you like anything else
do you take credit cards,yes we do
thank you very much,reception may i help you
your id card please,oh yes here it is
thank you and goodbye,goodbye
thank you very much bye,you re welcome good bye
you re darn right,what should i do now
single or return,a return ticket please
is this case yours,no that is not mine
thank you,hey
hey,what s the matter
did you really,seriously i am so excited
seriously i am so excited,well congratulations
well congratulations,thank you
really,yes you really deserved this
yes you really deserved this,you think so
you think so,yes good for you
looks can be deceiving,what do you mean
what do you mean,it s very windy today
okay your last name,rama
rama,and your first name
and your first name,jeff
a visa,the number and expiration
i know goodnight,are you ready
are you ready,ready for what
ready for what,ready for the big switch
ready for the big switch,what are you talking about
beef please,this lamb s very good
hello barneys garage,hello mr higgins please
that is fine,thanks for calling
thank you very much,you are welcome
what color do you want,i prefer the blue one
i prefer the blue one,what size are you
which fees,overdraft fees
who s it for,it s for you
which bus should i take,tour
thanks a billion,can i help you
ok sir,how much do i owe
how much do i owe,yuan
are smoke detectors provided,yes
thirteen,and the height
i will,did you see the robbery
did you see the robbery,i sure did
i sure did,did you see everything
he was wearing a mask,was anyone else with him
was anyone else with him,he came in alone
that will be fine,dai ling
would you like some more,no more thank you
thank you so much,hello
hello,hello is steve there
around five thirty,this afternoon
sword say it sword,what does this word mean
ok,check out sir
we are broke,i can not believe it
you are welcome,hello
that s good thanks,you re welcome
can you help me please,certainly sir
yuan please,here s yuan
fine we will cancel it,thank you
thank you,where is that
i will do my best,here s twenty dollars
here s twenty dollars,do you have small bills
is this taxi taken,no sir where to
damn,here s our sample room
oh it s delicious,what happened to your car
what is your favorite movie,my favorite movie is superbad
my favorite movie is superbad,oh why is that
i wish you good luck,thank you
yes for the last years,good
what is the weight limit,thirty two kilos
no they are not,may i carry this satchel
ok,here is your boarding pass
here is your boarding pass,which gate
i would recommend del,so that one better
hello,is petti there
yes,here you are
that sounds ideal,first national bank
great many thanks,hi can i help you
i sure can,great see you then
thanks doc,arthur that s the bathroom
how can you help me,i work here
i work here,that s great
that s great,may i see your id
may i see your id,here it is
things change every minute,we have too many cars
thank you,hello is this ann
okay miss,thank you
how are you doing today,i m fine
goodbye and all the best,ok bye for now
ok bye for now,bye
well i guess so,how can i help you
how much is the desk,
thanks very much,steward
steward,yes ma am
one in english please,all right ma am
rachel jason,what is phone number
your name please,manicole tan
manicole tan,hold on please
hold on please,ok thank you
thank you,hello walter
hello walter,yes hi what is up
i am in the bathroom,what took you so long
what took you so long,gross diarrhea
gross diarrhea,it s not so bad
great thanks,anything else
oh yeah the brand name,so what is it sir
maybe you re right,hello can i help you
hello can i help you,i need the police
i need the police,what happened
give me your address,wooden street east
do you have enough money,i think so
yes this way please,what is the special today
